source,paraphraser,iteration,ppl,xppl
OpenAI,pegasus(slight),2,2.1528472900390625,2.7960968017578125
OpenAI,pegasus(slight),3,2.1845855712890625,2.81884765625
PaLM,chatgpt,1,1.8436575443786982,2.3899315828402368
PaLM,chatgpt,2,1.8728608630952381,2.3966238839285716
PaLM,chatgpt,3,1.9402133233532934,2.4653349550898205
PaLM,dipper,1,2.0524685650887573,2.54322300295858
PaLM,dipper(high),1,3.6248150887573964,3.7979844674556213
PaLM,dipper(high),2,3.6330436390532546,3.7875369822485205
PaLM,dipper(high),3,3.6152921597633134,3.751664201183432
PaLM,dipper(low),1,1.4349574704142012,1.9788276627218935
PaLM,dipper(low),2,1.5184680103550297,2.0675388313609466
PaLM,dipper(low),3,1.5803208210059172,2.128282174556213
PaLM,dipper,2,2.2267011834319526,2.678855399408284
PaLM,dipper,3,2.3332562869822486,2.7687222633136095
PaLM,original,0,1.2795164571005917,1.818694526627219
PaLM,palm,1,1.3431954089506173,1.9139178240740742
PaLM,palm,2,1.3811005015432098,1.9553433641975309
PaLM,palm,3,1.422457298136646,1.991799301242236
PaLM,pegasus(full),1,1.6876155695266273,2.1376201923076925
PaLM,pegasus(full),2,1.7914085614201183,2.2182646079881656
PaLM,pegasus(full),3,1.8563470784023668,2.2651858357988166
PaLM,pegasus(slight),1,1.3995931952662721,1.9002866124260356
PaLM,pegasus(slight),2,1.489529400887574,1.966138128698225
PaLM,pegasus(slight),3,1.555311575443787,2.0126201923076925
Tsinghua,chatgpt,1,2.213376976284585,2.644145256916996
Tsinghua,chatgpt,2,2.3041914682539684,2.6910342261904763
Tsinghua,chatgpt,3,2.34075,2.71321875
Tsinghua,dipper,1,2.0011579792490117,2.4306138833992095
Tsinghua,dipper(high),1,3.3860857213438735,3.5947690217391304
Tsinghua,dipper(high),2,3.4881422924901186,3.6871294466403164
Tsinghua,dipper(high),3,3.5681200592885376,3.7170516304347827
Tsinghua,dipper(low),1,1.733317378972332,2.2397017045454546
Tsinghua,dipper(low),2,1.7630928853754941,2.250880064229249
Tsinghua,dipper(low),3,1.7959100172727274,2.27340662055336
Tsinghua,dipper,2,2.079035943675889,2.4796041254940713
Tsinghua,dipper,3,2.149977612411067,2.548110177865613
Tsinghua,original,0,1.6699836339130434,2.2085134634387353
Tsinghua,palm,1,1.8145532852564104,2.4329927884615383
Tsinghua,palm,2,1.8993847237339057,2.5399175160944205
Tsinghua,palm,3,1.9278185614224137,2.558812634698276
Tsinghua,pegasus(full),1,1.7181377108333333,2.128658234126984
Tsinghua,pegasus(full),2,1.7305850074603175,2.1071273561507935
Tsinghua,pegasus(full),3,1.747911241309524,2.1058872767857144
Tsinghua,pegasus(slight),1,1.7357336956521738,2.2463407855731226
Tsinghua,pegasus(slight),2,1.775081830513834,2.2586771245059287
Tsinghua,pegasus(slight),3,1.7949527544664032,2.25490983201581
